token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
7413,MANAKCOAT-EQ,MANAKCOAT,,-1.000000,1,,NSE,1.000000
7427,MANAKALUCO-BE,MANAKALUCO,,-1.000000,1,,NSE,1.000000
7534,704UP31-SG,704UP31,,-1.000000,100,,NSE,1.000000
755856,687TS47-SG,687TS47,,-1.000000,100,,NSE,1.000000
755879,875CIFL32-N0,875CIFL32,,-1.000000,1,,NSE,1.000000
755950,8016ABCL29-NB,8016ABCL29,,-1.000000,1,,NSE,1.000000
755984,852MFL28-N0,852MFL28,,-1.000000,1,,NSE,1.000000
755990,762TCL30-N0,762TCL30,,-1.000000,1,,NSE,1.000000
756008,735SFL27-N0,735SFL27,,-1.000000,1,,NSE,1.000000
756015,CIFL-EQ,CIFL,,-1.000000,1,,NSE,1.000000
756025,759LTFL28-N0,759LTFL28,,-1.000000,1,,NSE,1.000000
756031,815ANN31-N0,815ANN31,,-1.000000,1,,NSE,1.000000
756033,815ANN29-N0,815ANN29,,-1.000000,1,,NSE,1.000000
756093,677MH37-SG,677MH37,,-1.000000,100,,NSE,1.000000
756095,677MH38-SG,677MH38,,-1.000000,100,,NSE,1.000000
756098,675TR40-SG,675TR40,,-1.000000,100,,NSE,1.000000
756167,995ISF28-N0,995ISF28,,-1.000000,1,,NSE,1.000000
756331,678IRFC30-N0,678IRFC30,,-1.000000,1,,NSE,1.000000
756782,KRISHIVAL-EQ,KRISHIVAL,,-1.000000,1,,NSE,5.000000
756809,663AS35-SG,663AS35,,-1.000000,100,,NSE,1.000000
756813,67HR39-SG,67HR39,,-1.000000,100,,NSE,1.000000
756825,717TCHFL30-N0,717TCHFL30,,-1.000000,1,,NSE,1.000000
756851,SAMAY-ST,SAMAY,,-1.000000,4000,,NSE,5.000000
756866,678KL40-SG,678KL40,,-1.000000,100,,NSE,1.000000
756912,688AP40-SG,688AP40,,-1.000000,100,,NSE,1.000000
756915,688PN46-SG,688PN46,,-1.000000,100,,NSE,1.000000
757019,651GJ33-SG,651GJ33,,-1.000000,100,,NSE,1.000000
757031,MOINFRA-EQ,MOINFRA,,-1.000000,1,,NSE,1.000000
757039,689RJ48-SG,689RJ48,,-1.000000,100,,NSE,1.000000
757112,677HR39-SG,677HR39,,-1.000000,100,,NSE,1.000000
757117,686TS46-SG,686TS46,,-1.000000,100,,NSE,1.000000
757123,708TML28-N0,708TML28,,-1.000000,1,,NSE,1.000000
757341,699SFL27-N0,699SFL27,,-1.000000,1,,NSE,1.000000
757390,692MP43-SG,692MP43,,-1.000000,100,,NSE,1.000000
757402,182D041225-TB,182D041225,,-1.000000,100,,NSE,1.000000
757404,857CIFL32-N0,857CIFL32,,-1.000000,1,,NSE,1.000000
757409,SACHEEROME-SM,SACHEEROME,,-1.000000,600,,NSE,5.000000
757417,74242ABC30-N0,74242ABC30,,-1.000000,1,,NSE,1.000000
757435,703HR39-SG,703HR39,,-1.000000,100,,NSE,1.000000
757461,SCL1825-N5,SCL1825,,-1.000000,1,,NSE,1.000000
757469,965SCL30-ND,965SCL30,,-1.000000,1,,NSE,1.000000
757471,925SCL30-NF,925SCL30,,-1.000000,1,,NSE,1.000000
757472,902SCL2030-NG,902SCL2030,,-1.000000,1,,NSE,1.000000
757475,985SCL32-NJ,985SCL32,,-1.000000,1,,NSE,1.000000
757554,708JK46A-SG,708JK46A,,-1.000000,100,,NSE,1.000000
757565,717SHFL30-N0,717SHFL30,,-1.000000,1,,NSE,1.000000
757573,930IIFL35-N0,930IIFL35,,-1.000000,1,,NSE,1.000000
757583,SAFEENTP-SM,SAFEENTP,,-1.000000,500,,NSE,5.000000
757652,714MP41-SG,714MP41,,-1.000000,100,,NSE,1.000000
757655,714MH46-SG,714MH46,,-1.000000,100,,NSE,1.000000
757665,WHITEFORCE-SM,WHITEFORCE,,-1.000000,1600,,NSE,5.000000
757711,701BR37-SG,701BR37,,-1.000000,100,,NSE,1.000000
757732,680AP35-SG,680AP35,,-1.000000,100,,NSE,1.000000
757735,680TN35-SG,680TN35,,-1.000000,100,,NSE,1.000000
757736,700AP37-SG,700AP37,,-1.000000,100,,NSE,1.000000
757761,749RCFL28-N0,749RCFL28,,-1.000000,1,,NSE,1.000000
757832,717KL51-SG,717KL51,,-1.000000,100,,NSE,1.000000
757873,AEL170725-ND,AEL170725,,-1.000000,1,,NSE,1.000000
757874,9AEL30-NE,9AEL30,,-1.000000,1,,NSE,1.000000
757875,930AEL30-NF,930AEL30,,-1.000000,1,,NSE,1.000000
757885,ANTHEM-EQ,ANTHEM,,-1.000000,1,,NSE,5.000000
757892,111ESFB31-N0,111ESFB31,,-1.000000,1,,NSE,1.000000
757912,689GA35-SG,689GA35,,-1.000000,100,,NSE,1.000000
757936,710TS57-SG,710TS57,,-1.000000,100,,NSE,1.000000
758121,PERFECT-SZ,PERFECT,,-1.000000,3000,,NSE,5.000000
757976,182D290126-TB,182D290126,,-1.000000,100,,NSE,1.000000
757983,601GS2030-GS,601GS2030,,-1.000000,1,,NSE,1.000000
758167,658IRFC30-N0,658IRFC30,,-1.000000,1,,NSE,1.000000
758182,BLUEWATER-SM,BLUEWATER,,-1.000000,1000,,NSE,5.000000
758201,677AP31-SG,677AP31,,-1.000000,100,,NSE,1.000000
758165,GROWWPOWER-EQ,GROWWPOWER,,-1.000000,1,,NSE,1.000000
758204,700ML35-SG,700ML35,,-1.000000,100,,NSE,1.000000
758216,AARADHYA-ST,AARADHYA,,-1.000000,1200,,NSE,5.000000
758294,637RECL27-N0,637RECL27,,-1.000000,1,,NSE,1.000000
758296,670RECL29-N0,670RECL29,,-1.000000,1,,NSE,1.000000
758344,950ISF27B-N0,950ISF27B,,-1.000000,1,,NSE,1.000000
758527,STUDIOLSD-SM,STUDIOLSD,,-1.000000,2000,,NSE,5.000000
758581,745WB44A-SG,745WB44A,,-1.000000,100,,NSE,1.000000
758666,754TS53-SG,754TS53,,-1.000000,100,,NSE,1.000000
758691,76377AIF29-N0,76377AIF29,,-1.000000,1,,NSE,1.000000
758697,GROWWNIFTY-EQ,GROWWNIFTY,,-1.000000,1,,NSE,1.000000
758715,752KL33-SG,752KL33,,-1.000000,100,,NSE,1.000000
758717,727HP35-SG,727HP35,,-1.000000,100,,NSE,1.000000
758726,777WB46-SG,777WB46,,-1.000000,100,,NSE,1.000000
758730,182D270226-TB,182D270226,,-1.000000,100,,NSE,1.000000
758731,364D280826-TB,364D280826,,-1.000000,100,,NSE,1.000000
758736,CLASSICEIL-SM,CLASSICEIL,,-1.000000,1600,,NSE,5.000000
758826,LLOYDPP-E1,LLOYDPP,,-1.000000,1,,NSE,1.000000
758853,SGFIN-EQ,SGFIN,,-1.000000,1,,NSE,5.000000
758863,LAXMIINDIA-EQ,LAXMIINDIA,,-1.000000,1,,NSE,1.000000
758885,751JK45-SG,751JK45,,-1.000000,100,,NSE,1.000000
758921,774KL60-SG,774KL60,,-1.000000,100,,NSE,1.000000
758925,724BR31-SG,724BR31,,-1.000000,100,,NSE,1.000000
758926,773PN32-SG,773PN32,,-1.000000,100,,NSE,1.000000
758929,748AP34-SG,748AP34,,-1.000000,100,,NSE,1.000000
758939,182D050326-TB,182D050326,,-1.000000,100,,NSE,1.000000
758969,AHCL-BE,AHCL,,-1.000000,1,,NSE,1.000000
758986,GCSL-EQ,GCSL,,-1.000000,1,,NSE,1.000000
759029,727MH36-SG,727MH36,,-1.000000,100,,NSE,1.000000
759034,744TS47-SG,744TS47,,-1.000000,100,,NSE,1.000000
759130,ABCOTS-EQ,ABCOTS,,-1.000000,1,,NSE,5.000000
759057,SAATVIKGL-EQ,SAATVIKGL,,-1.000000,1,,NSE,5.000000
759062,RHETAN-EQ,RHETAN,,-1.000000,1,,NSE,1.000000
759103,HILINFRA-EQ,HILINFRA,,-1.000000,1,,NSE,1.000000
759152,VMSTMT-EQ,VMSTMT,,-1.000000,1,,NSE,1.000000
759239,FINKURVE-EQ,FINKURVE,,-1.000000,1,,NSE,1.000000
759244,JAINREC-EQ,JAINREC,,-1.000000,1,,NSE,5.000000
759275,AAFS30A-N0,AAFS30A,,-1.000000,1,,NSE,1.000000
759287,70826LTF28-N0,70826LTF28,,-1.000000,1,,NSE,1.000000
759305,658TN29-SG,658TN29,,-1.000000,100,,NSE,1.000000
28539,799TFSIL27-N0,799TFSIL27,,-1.000000,1,,NSE,1.000000
759310,731JK45-SG,731JK45,,-1.000000,100,,NSE,1.000000
759326,756RJ41-SG,756RJ41,,-1.000000,100,,NSE,1.000000
28828,715UK30-SG,715UK30,,-1.000000,100,,NSE,1.000000
28888,SENORES-EQ,SENORES,,-1.000000,1,,NSE,5.000000
28872,925IHFL29-N1,925IHFL29,,-1.000000,1,,NSE,1.000000
28915,99SCL27V-N1,99SCL27V,,-1.000000,1,,NSE,1.000000
28921,948SCL27R-N1,948SCL27R,,-1.000000,1,,NSE,1.000000
29007,715UP37-SG,715UP37,,-1.000000,100,,NSE,1.000000
29050,ZUARI-EQ,ZUARI,,-1.000000,1,,NSE,5.000000
29051,705GJ32-SG,705GJ32,,-1.000000,100,,NSE,1.000000
29070,712TS54-SG,712TS54,,-1.000000,100,,NSE,1.000000
29108,722TN35-SG,722TN35,,-1.000000,100,,NSE,1.000000
29131,72JK47-SG,72JK47,,-1.000000,100,,NSE,1.000000
29149,NAVKARURB-BE,NAVKARURB,,-1.000000,1,,NSE,1.000000
29157,CAPINVIT-IV,CAPINVIT,,-1.000000,1,,NSE,1.000000
29196,728IREDA35-N0,728IREDA35,,-1.000000,1,,NSE,1.000000
29213,364D220126-TB,364D220126,,-1.000000,100,,NSE,1.000000
2928,684GJ31-SG,684GJ31,,-1.000000,100,,NSE,1.000000
29240,714KL45-SG,714KL45,,-1.000000,100,,NSE,1.000000
29285,713KA41-SG,713KA41,,-1.000000,100,,NSE,1.000000
29291,713WB44-SG,713WB44,,-1.000000,100,,NSE,1.000000
2943,686PY34-SG,686PY34,,-1.000000,100,,NSE,1.000000
29482,MCLOUD-EQ,MCLOUD,,-1.000000,1,,NSE,1.000000
29499,707GJ34-SG,707GJ34,,-1.000000,100,,NSE,1.000000
29521,718TS47-SG,718TS47,,-1.000000,100,,NSE,1.000000
29524,718TN55-SG,718TN55,,-1.000000,100,,NSE,1.000000
29531,918IHFL28-N0,918IHFL28,,-1.000000,1,,NSE,1.000000
29537,724PFCL35-N0,724PFCL35,,-1.000000,1,,NSE,1.000000
29553,NIFTYIETF-EQ,NIFTYIETF,,-1.000000,1,,NSE,1.000000
29577,NIF100BEES-EQ,NIF100BEES,,-1.000000,1,,NSE,1.000000
29693,716KA36B-SG,716KA36B,,-1.000000,100,,NSE,1.000000
29697,702GJ31A-SG,702GJ31A,,-1.000000,100,,NSE,1.000000
29701,716MP40A-SG,716MP40A,,-1.000000,100,,NSE,1.000000
29702,718BR45B-SG,718BR45B,,-1.000000,100,,NSE,1.000000
29704,715BR37B-SG,715BR37B,,-1.000000,100,,NSE,1.000000
29707,714PY31A-SG,714PY31A,,-1.000000,100,,NSE,1.000000
2987,NAZARA-EQ,NAZARA,,-1.000000,1,,NSE,5.000000
29877,VIVIDHA-EQ,VIVIDHA,,-1.000000,1,,NSE,1.000000
29912,698GJ30-SG,698GJ30,,-1.000000,100,,NSE,1.000000
29913,716KA32-SG,716KA32,,-1.000000,100,,NSE,1.000000
29917,72CG34-SG,72CG34,,-1.000000,100,,NSE,1.000000
29924,718TN36-SG,718TN36,,-1.000000,100,,NSE,1.000000
29928,722HR38A-SG,722HR38A,,-1.000000,100,,NSE,1.000000
29937,72KL42-SG,72KL42,,-1.000000,100,,NSE,1.000000
29942,740IREDA36-N0,740IREDA36,,-1.000000,1,,NSE,1.000000
29975,AONETOTAL-EQ,AONETOTAL,,-1.000000,1,,NSE,1.000000
29991,727MP45-SG,727MP45,,-1.000000,100,,NSE,1.000000
29997,722KA32-SG,722KA32,,-1.000000,100,,NSE,1.000000
3002,WONDERLA-EQ,WONDERLA,,-1.000000,1,,NSE,5.000000
30004,734AS35-SG,734AS35,,-1.000000,100,,NSE,1.000000
30007,727CG35-SG,727CG35,,-1.000000,100,,NSE,1.000000
30013,732WB38-SG,732WB38,,-1.000000,100,,NSE,1.000000
30021,725UP39-SG,725UP39,,-1.000000,100,,NSE,1.000000
30023,ATULAUTO-EQ,ATULAUTO,,-1.000000,1,,NSE,5.000000
30045,809CANF27-N0,809CANF27,,-1.000000,1,,NSE,1.000000
3018,SAURASHCEM-EQ,SAURASHCEM,,-1.000000,1,,NSE,1.000000
30097,719RJ35-SG,719RJ35,,-1.000000,100,,NSE,1.000000
30161,717KL38-SG,717KL38,,-1.000000,100,,NSE,1.000000
3021,SOTL-EQ,SOTL,,-1.000000,1,,NSE,5.000000
30185,716CG34-SG,716CG34,,-1.000000,100,,NSE,1.000000
30232,1075SCL35-N1,1075SCL35,,-1.000000,1,,NSE,1.000000
30244,BHARATSE-EQ,BHARATSE,,-1.000000,1,,NSE,1.000000
30323,ESSENTIA-EQ,ESSENTIA,,-1.000000,1,,NSE,1.000000
30431,702MP35-SG,702MP35,,-1.000000,100,,NSE,1.000000
30432,71NL35-SG,71NL35,,-1.000000,100,,NSE,1.000000
30435,71SK35-SG,71SK35,,-1.000000,100,,NSE,1.000000
30439,705RJ37-SG,705RJ37,,-1.000000,100,,NSE,1.000000
30443,708KL40-SG,708KL40,,-1.000000,100,,NSE,1.000000
30447,71AS45-SG,71AS45,,-1.000000,100,,NSE,1.000000
3083,682KL35-SG,682KL35,,-1.000000,100,,NSE,1.000000
30564,MHLSDG-SF,MHLSDG,,-1.000000,1,,NSE,1.000000
30566,MHLSDD-SF,MHLSDD,,-1.000000,1,,NSE,1.000000
31138,COMPUSOFT-EQ,COMPUSOFT,,-1.000000,1,,NSE,1.000000
316,705MZ35-SG,705MZ35,,-1.000000,100,,NSE,1.000000
3148,SIDDHIKA-SM,SIDDHIKA,,-1.000000,1000,,NSE,5.000000
31413,MTEDUCARE-BE,MTEDUCARE,,-1.000000,1,,NSE,1.000000
3166,SFMP42GR-MF,SFMP42GR,,-1.000000,1,,NSE,1.000000
31760,848NTPC28-N2,848NTPC28,,-1.000000,1,,NSE,1.000000
31966,863NHB29-N2,863NHB29,,-1.000000,1,,NSE,1.000000
31969,888NHB29-N5,888NHB29,,-1.000000,1,,NSE,1.000000
335,BALKRISIND-EQ,BALKRISIND,,-1.000000,1,,NSE,10.000000
3363,SUPREMEIND-EQ,SUPREMEIND,,-1.000000,1,,NSE,10.000000
3382,692HR36-SG,692HR36,,-1.000000,100,,NSE,1.000000
347,BANARBEADS-EQ,BANARBEADS,,-1.000000,1,,NSE,1.000000
3388,691AP40-SG,691AP40,,-1.000000,100,,NSE,1.000000
3428,77IGT28-NE,77IGT28,,-1.000000,1,,NSE,1.000000
3506,TITAN-EQ,TITAN,,-1.000000,1,,NSE,10.000000
359,ROML-EQ,ROML,,-1.000000,1,,NSE,1.000000
3520,684MH32-SG,684MH32,,-1.000000,100,,NSE,1.000000
3655,678KL31-SG,678KL31,,-1.000000,100,,NSE,1.000000
3659,678MH31-SG,678MH31,,-1.000000,100,,NSE,1.000000
368,BASF-EQ,BASF,,-1.000000,1,,NSE,10.000000
371,BATAINDIA-EQ,BATAINDIA,,-1.000000,1,,NSE,10.000000
3665,683MH32A-SG,683MH32A,,-1.000000,100,,NSE,1.000000
3694,VINDHYATEL-EQ,VINDHYATEL,,-1.000000,1,,NSE,10.000000
3716,705RJ41-SG,705RJ41,,-1.000000,100,,NSE,1.000000
3755,681PN31-SG,681PN31,,-1.000000,100,,NSE,1.000000
3827,ZUARIIND-EQ,ZUARIIND,,-1.000000,1,,NSE,5.000000
404,BERGEPAINT-EQ,BERGEPAINT,,-1.000000,1,,NSE,5.000000
3908,PREMIERPOL-EQ,PREMIERPOL,,-1.000000,1,,NSE,1.000000
3972,PARASPETRO-EQ,PARASPETRO,,-1.000000,1,,NSE,1.000000
4040,EIMCOELECO-EQ,EIMCOELECO,,-1.000000,1,,NSE,10.000000
4083,AMBANIORGO-SM,AMBANIORGO,,-1.000000,1000,,NSE,5.000000
4176,ZENITHEXPO-EQ,ZENITHEXPO,,-1.000000,1,,NSE,1.000000
4157,KEYFINSERV-EQ,KEYFINSERV,,-1.000000,1,,NSE,5.000000
430,692RJ30-SG,692RJ30,,-1.000000,100,,NSE,1.000000
4314,GS151225C-GS,GS151225C,,-1.000000,100,,NSE,1.000000
4387,GS070626C-GS,GS070626C,,-1.000000,100,,NSE,1.000000
438,BHEL-EQ,BHEL,,-1.000000,1,,NSE,5.000000
4421,CREDITACC-EQ,CREDITACC,,-1.000000,1,,NSE,10.000000
4491,JCHAC-EQ,JCHAC,,-1.000000,1,,NSE,10.000000
4732,SKMEGGPROD-EQ,SKMEGGPROD,,-1.000000,1,,NSE,5.000000
475,703AP40-SG,703AP40,,-1.000000,100,,NSE,1.000000
4752,683MH31-SG,683MH31,,-1.000000,100,,NSE,1.000000
4809,KCPSUGIND-EQ,KCPSUGIND,,-1.000000,1,,NSE,1.000000
477,BIRLACABLE-EQ,BIRLACABLE,,-1.000000,1,,NSE,1.000000
4869,713RJ41-SG,713RJ41,,-1.000000,100,,NSE,1.000000
4880,696GA31-SG,696GA31,,-1.000000,100,,NSE,1.000000
4930,96SFIL24A-NB,96SFIL24A,,-1.000000,1,,NSE,1.000000
4957,GANGAFORGE-EQ,GANGAFORGE,,-1.000000,1,,NSE,1.000000
5033,695GJ31-SG,695GJ31,,-1.000000,100,,NSE,1.000000
5036,70RJ31-SG,70RJ31,,-1.000000,100,,NSE,1.000000
5049,CLEAN-EQ,CLEAN,,-1.000000,1,,NSE,10.000000
507,PULZ-SM,PULZ,,-1.000000,2000,,NSE,5.000000
522,ICICIB22-EQ,ICICIB22,,-1.000000,1,,NSE,1.000000
5086,697TN31-SG,697TN31,,-1.000000,100,,NSE,1.000000
5258,INDUSINDBK-EQ,INDUSINDBK,,-1.000000,1,,NSE,5.000000
540,SGBNOV25IX-GB,SGBNOV25IX,,-1.000000,1,,NSE,1.000000
5352,EXXARO-EQ,EXXARO,,-1.000000,1,,NSE,1.000000
5414,643MH27-SG,643MH27,,-1.000000,100,,NSE,1.000000
5421,697UP31-SG,697UP31,,-1.000000,100,,NSE,1.000000
5426,NUVOCO-EQ,NUVOCO,,-1.000000,1,,NSE,5.000000
5449,CHEMPLASTS-EQ,CHEMPLASTS,,-1.000000,1,,NSE,5.000000
5471,695TN31B-SG,695TN31B,,-1.000000,100,,NSE,1.000000
5499,SFMP49GD-MF,SFMP49GD,,-1.000000,1,,NSE,1.000000
5524,628GJ27-SG,628GJ27,,-1.000000,100,,NSE,1.000000
5500,SFMP49GR-MF,SFMP49GR,,-1.000000,1,,NSE,1.000000
5593,SFMP50DR-MF,SFMP50DR,,-1.000000,1,,NSE,1.000000
5595,SFMP50GD-MF,SFMP50GD,,-1.000000,1,,NSE,1.000000
5606,INTLCONV-EQ,INTLCONV,,-1.000000,1,,NSE,1.000000
5691,687MN31-SG,687MN31,,-1.000000,100,,NSE,1.000000
5695,687UP31-SG,687UP31,,-1.000000,100,,NSE,1.000000
5745,68SK31-SG,68SK31,,-1.000000,100,,NSE,1.000000
5877,623RJ27-SG,623RJ27,,-1.000000,100,,NSE,1.000000
5880,596PY26-SG,596PY26,,-1.000000,100,,NSE,1.000000
5885,698PN33-SG,698PN33,,-1.000000,100,,NSE,1.000000
5896,693TS37-SG,693TS37,,-1.000000,100,,NSE,1.000000
5900,AXISBANK-EQ,AXISBANK,,-1.000000,1,,NSE,10.000000
592,GRAPHITE-EQ,GRAPHITE,,-1.000000,1,,NSE,5.000000
595,CARBORUNIV-EQ,CARBORUNIV,,-1.000000,1,,NSE,5.000000
5945,UWCSL-SM,UWCSL,,-1.000000,1000,,NSE,5.000000
5972,689GA31A-SG,689GA31A,,-1.000000,100,,NSE,1.000000
6001,705WB36-SG,705WB36,,-1.000000,100,,NSE,1.000000
6040,EIFFL-EQ,EIFFL,,-1.000000,1,,NSE,1.000000
6052,BMETRICS-SM,BMETRICS,,-1.000000,800,,NSE,5.000000
6093,675GJ29-SG,675GJ29,,-1.000000,100,,NSE,1.000000
617,662UK30-SG,662UK30,,-1.000000,100,,NSE,1.000000
628,CESC-EQ,CESC,,-1.000000,1,,NSE,1.000000
6210,695KA31-SG,695KA31,,-1.000000,100,,NSE,1.000000
641,DNAMEDIA-EQ,DNAMEDIA,,-1.000000,1,,NSE,1.000000
6385,CCHHL-EQ,CCHHL,,-1.000000,1,,NSE,1.000000
6422,MANORG-EQ,MANORG,,-1.000000,1,,NSE,5.000000
6435,AIRTELPP-E1,AIRTELPP,,-1.000000,1,,NSE,5.000000
6451,SHUBHLAXMI-SM,SHUBHLAXMI,,-1.000000,1000,,NSE,5.000000
6485,708AP35-SG,708AP35,,-1.000000,100,,NSE,1.000000
6488,708TS42-SG,708TS42,,-1.000000,100,,NSE,1.000000
6489,IRIS-EQ,IRIS,,-1.000000,1,,NSE,5.000000
6545,NYKAA-EQ,NYKAA,,-1.000000,1,,NSE,1.000000
6833,1018GS2026-GS,1018GS2026,,-1.000000,1,,NSE,1.000000
6835,795GS2032-GS,795GS2032,,-1.000000,1,,NSE,1.000000
6843,SMLT-EQ,SMLT,,-1.000000,1,,NSE,1.000000
6848,GREENLAM-EQ,GREENLAM,,-1.000000,1,,NSE,5.000000
6877,687BR30A-SG,687BR30A,,-1.000000,100,,NSE,1.000000
6898,826GS2027-GS,826GS2027,,-1.000000,1,,NSE,1.000000
6913,RPPL-EQ,RPPL,,-1.000000,1,,NSE,1.000000
6921,828GS2027-GS,828GS2027,,-1.000000,1,,NSE,1.000000
701,HEMIPROP-EQ,HEMIPROP,,-1.000000,1,,NSE,1.000000
6992,692AP41-SG,692AP41,,-1.000000,100,,NSE,1.000000
6993,692TN46-SG,692TN46,,-1.000000,100,,NSE,1.000000
7013,883GS2041-GS,883GS2041,,-1.000000,1,,NSE,1.000000
703,DICIND-EQ,DICIND,,-1.000000,1,,NSE,5.000000
7034,83GS2042-GS,83GS2042,,-1.000000,1,,NSE,1.000000
7043,683BR30-SG,683BR30,,-1.000000,100,,NSE,1.000000
7045,683KA31A-SG,683KA31A,,-1.000000,100,,NSE,1.000000
7087,923GS2043-GS,923GS2043,,-1.000000,1,,NSE,1.000000
7106,824GS2033-GS,824GS2033,,-1.000000,1,,NSE,1.000000
7130,759GS2029-GS,759GS2029,,-1.000000,1,,NSE,1.000000
7136,772GS2055-GS,772GS2055,,-1.000000,1,,NSE,1.000000
7159,689KA33-SG,689KA33,,-1.000000,100,,NSE,1.000000
7211,JETFREIGHT-EQ,JETFREIGHT,,-1.000000,1,,NSE,1.000000
7339,ABSLNN50ET-EQ,ABSLNN50ET,,-1.000000,1,,NSE,1.000000
7254,MEDPLUS-EQ,MEDPLUS,,-1.000000,1,,NSE,5.000000
740,SBIETFIT-EQ,SBIETFIT,,-1.000000,1,,NSE,1.000000
7385,FOCE-SM,FOCE,,-1.000000,100,,NSE,5.000000
7425,HECPROJECT-EQ,HECPROJECT,,-1.000000,1,,NSE,1.000000
746,687AP35-SG,687AP35,,-1.000000,100,,NSE,1.000000
7463,MANAKSTEEL-EQ,MANAKSTEEL,,-1.000000,1,,NSE,1.000000
7511,696PY30-SG,696PY30,,-1.000000,100,,NSE,1.000000
7548,712WB36-SG,712WB36,,-1.000000,100,,NSE,1.000000
7553,NRBBEARING-EQ,NRBBEARING,,-1.000000,1,,NSE,5.000000
755881,EVIETF-EQ,EVIETF,,-1.000000,1,,NSE,1.000000
755942,ABCL26-N3,ABCL26,,-1.000000,1,,NSE,1.000000
755946,791ABCL34-N7,791ABCL34,,-1.000000,1,,NSE,1.000000
755960,833ABCL27-NL,833ABCL27,,-1.000000,1,,NSE,1.000000
755998,1039UCL26-NE,1039UCL26,,-1.000000,1,,NSE,1.000000
756103,678KL46-SG,678KL46,,-1.000000,100,,NSE,1.000000
756137,850TIAP28A-N0,850TIAP28A,,-1.000000,1,,NSE,1.000000
756143,935IIFL28-NZ,935IIFL28,,-1.000000,1,,NSE,1.000000
756145,IIFL21425A-Y1,IIFL21425A,,-1.000000,1,,NSE,1.000000
756153,960IIFL30-Y2,960IIFL30,,-1.000000,1,,NSE,1.000000
756165,850HHFL27-N0,850HHFL27,,-1.000000,1,,NSE,1.000000
756171,770SHFL27-N0,770SHFL27,,-1.000000,1,,NSE,1.000000
756716,832HHFL27A-N0,832HHFL27A,,-1.000000,1,,NSE,1.000000
756722,687REC30-N0,687REC30,,-1.000000,1,,NSE,1.000000
756769,73064ABH28-N0,73064ABH28,,-1.000000,1,,NSE,1.000000
756789,711WB47-SG,711WB47,,-1.000000,100,,NSE,1.000000
756816,685RJ47-SG,685RJ47,,-1.000000,100,,NSE,1.000000
756856,668GJ33-SG,668GJ33,,-1.000000,100,,NSE,1.000000
756861,679TS53-SG,679TS53,,-1.000000,100,,NSE,1.000000
756867,679AS45-SG,679AS45,,-1.000000,100,,NSE,1.000000
756880,731SDIL40-N0,731SDIL40,,-1.000000,1,,NSE,1.000000
756884,686NHPCL40-N0,686NHPCL40,,-1.000000,1,,NSE,1.000000
756903,686NHPCL36-N0,686NHPCL36,,-1.000000,1,,NSE,1.000000
756919,686NHPCL38-N0,686NHPCL38,,-1.000000,1,,NSE,1.000000
757018,622AS30-SG,622AS30,,-1.000000,100,,NSE,1.000000
757020,660TN35-SG,660TN35,,-1.000000,100,,NSE,1.000000
757034,664HR36-SG,664HR36,,-1.000000,100,,NSE,1.000000
757038,689PN46-SG,689PN46,,-1.000000,100,,NSE,1.000000
757119,685TS50-SG,685TS50,,-1.000000,100,,NSE,1.000000
757146,747ABCL29-N0,747ABCL29,,-1.000000,1,,NSE,1.000000
757182,930APMD29-N0,930APMD29,,-1.000000,1,,NSE,1.000000
757184,930APMD30-N0,930APMD30,,-1.000000,1,,NSE,1.000000
757186,930APMD31-N0,930APMD31,,-1.000000,1,,NSE,1.000000
757343,738CIFL27-N0,738CIFL27,,-1.000000,1,,NSE,1.000000
757406,LLOYDSENPP-E1,LLOYDSENPP,,-1.000000,1,,NSE,1.000000
757439,713PN50-SG,713PN50,,-1.000000,100,,NSE,1.000000
757447,182D111225-TB,182D111225,,-1.000000,100,,NSE,1.000000
757449,627PFCL27-N0,627PFCL27,,-1.000000,1,,NSE,1.000000
757455,SNXT30BEES-EQ,SNXT30BEES,,-1.000000,1,,NSE,1.000000
757467,SCL010825-NB,SCL010825,,-1.000000,1,,NSE,1.000000
757558,709TN55-SG,709TN55,,-1.000000,100,,NSE,1.000000
757567,730NIIF28-N0,730NIIF28,,-1.000000,1,,NSE,1.000000
757606,950SCL30-N0,950SCL30,,-1.000000,1,,NSE,1.000000
757608,975SCL35-N0,975SCL35,,-1.000000,1,,NSE,1.000000
757708,950ISF27C-N0,950ISF27C,,-1.000000,1,,NSE,1.000000
757729,649OR30-SG,649OR30,,-1.000000,100,,NSE,1.000000
757742,715WB52-SG,715WB52,,-1.000000,100,,NSE,1.000000
757748,694RJ35-SG,694RJ35,,-1.000000,100,,NSE,1.000000
757763,SUNTECH-SM,SUNTECH,,-1.000000,1600,,NSE,5.000000
757781,TOP15IETF-EQ,TOP15IETF,,-1.000000,1,,NSE,1.000000
757791,MOGOLD-EQ,MOGOLD,,-1.000000,1,,NSE,5.000000
757842,745TIL35-N0,745TIL35,,-1.000000,1,,NSE,1.000000
757865,SPUNWEB-SM,SPUNWEB,,-1.000000,1200,,NSE,5.000000
757872,915AEL28-NC,915AEL28,,-1.000000,1,,NSE,1.000000
757876,AEL170725A-NG,AEL170725A,,-1.000000,1,,NSE,1.000000
757911,690BR35-SG,690BR35,,-1.000000,100,,NSE,1.000000
757980,75GFL28-N0,75GFL28,,-1.000000,1,,NSE,1.000000
